,Weeks to Event,EventType,StatusCreatedDate,Num_of_ticket
7567,14.0,Short Course,2021-08-08,0
7568,14.0,Short Course,2021-08-15,4
7569,14.0,Short Course,2021-08-22,0
7570,14.0,Short Course,2021-08-29,0
7571,14.0,Short Course,2021-09-05,0
7572,14.0,Short Course,2021-09-12,0
7573,14.0,Short Course,2021-09-19,0
7574,14.0,Short Course,2021-09-26,0
7575,14.0,Short Course,2021-10-03,0
7576,14.0,Short Course,2021-10-10,0
7577,14.0,Short Course,2021-10-17,0
7578,14.0,Short Course,2021-10-24,0
7579,14.0,Short Course,2021-10-31,0
7580,14.0,Short Course,2021-11-07,0
7581,14.0,Short Course,2021-11-14,0
7582,14.0,Short Course,2021-11-21,0
7583,14.0,Short Course,2021-11-28,0
7584,14.0,Short Course,2021-12-05,0
7585,14.0,Short Course,2021-12-12,0
7586,14.0,Short Course,2021-12-19,0
7587,14.0,Short Course,2021-12-26,0
7588,14.0,Short Course,2022-01-02,0
7589,14.0,Short Course,2022-01-09,0
7590,14.0,Short Course,2022-01-16,0
7591,14.0,Short Course,2022-01-23,2
7592,14.0,Short Course,2022-01-30,0
7593,14.0,Short Course,2022-02-06,0
7594,14.0,Short Course,2022-02-13,0
7595,14.0,Short Course,2022-02-20,0
7596,14.0,Short Course,2022-02-27,0
7597,14.0,Short Course,2022-03-06,0
7598,14.0,Short Course,2022-03-13,0
7599,14.0,Short Course,2022-03-20,0
7600,14.0,Short Course,2022-03-27,2
7601,14.0,Summer School,2022-02-27,2
7602,14.0,Summer School,2022-03-06,4
7603,14.0,Summer School,2022-03-13,0
7604,14.0,Summer School,2022-03-20,2
7605,14.0,Summer School,2022-03-27,0
7606,14.0,Summer School,2022-04-03,6
7607,14.0,Workshop,2021-08-15,4
7608,14.0,Workshop,2021-08-22,0
7609,14.0,Workshop,2021-08-29,0
7610,14.0,Workshop,2021-09-05,0
7611,14.0,Workshop,2021-09-12,0
7612,14.0,Workshop,2021-09-19,0
7613,14.0,Workshop,2021-09-26,0
7614,14.0,Workshop,2021-10-03,0
7615,14.0,Workshop,2021-10-10,0
7616,14.0,Workshop,2021-10-17,0
7617,14.0,Workshop,2021-10-24,0
7618,14.0,Workshop,2021-10-31,0
7619,14.0,Workshop,2021-11-07,0
7620,14.0,Workshop,2021-11-14,0
7621,14.0,Workshop,2021-11-21,0
7622,14.0,Workshop,2021-11-28,0
7623,14.0,Workshop,2021-12-05,0
7624,14.0,Workshop,2021-12-12,0
7625,14.0,Workshop,2021-12-19,0
7626,14.0,Workshop,2021-12-26,0
7627,14.0,Workshop,2022-01-02,0
7628,14.0,Workshop,2022-01-09,0
7629,14.0,Workshop,2022-01-16,0
7630,14.0,Workshop,2022-01-23,0
7631,14.0,Workshop,2022-01-30,0
7632,14.0,Workshop,2022-02-06,0
7633,14.0,Workshop,2022-02-13,0
7634,14.0,Workshop,2022-02-20,0
7635,14.0,Workshop,2022-02-27,0
7636,14.0,Workshop,2022-03-06,10
7637,15.0,Colloquium ,2021-08-15,2
7638,15.0,Conference / Symposium,2021-05-23,26
7639,15.0,Conference / Symposium,2021-05-30,0
7640,15.0,Conference / Symposium,2021-06-06,0
7641,15.0,Conference / Symposium,2021-06-13,0
7642,15.0,Conference / Symposium,2021-06-20,0
7643,15.0,Conference / Symposium,2021-06-27,0
7644,15.0,Conference / Symposium,2021-07-04,0
7645,15.0,Conference / Symposium,2021-07-11,62
7646,15.0,Conference / Symposium,2021-07-18,0
7647,15.0,Conference / Symposium,2021-07-25,0
7648,15.0,Conference / Symposium,2021-08-01,0
7649,15.0,Conference / Symposium,2021-08-08,0
7650,15.0,Conference / Symposium,2021-08-15,0
7651,15.0,Conference / Symposium,2021-08-22,0
7652,15.0,Conference / Symposium,2021-08-29,0
7653,15.0,Conference / Symposium,2021-09-05,0
7654,15.0,Conference / Symposium,2021-09-12,0
7655,15.0,Conference / Symposium,2021-09-19,0
7656,15.0,Conference / Symposium,2021-09-26,0
7657,15.0,Conference / Symposium,2021-10-03,0
7658,15.0,Conference / Symposium,2021-10-10,0
7659,15.0,Conference / Symposium,2021-10-17,0
7660,15.0,Conference / Symposium,2021-10-24,0
7661,15.0,Conference / Symposium,2021-10-31,0
7662,15.0,Conference / Symposium,2021-11-07,0
7663,15.0,Conference / Symposium,2021-11-14,2
7664,15.0,Conference / Symposium,2021-11-21,0
7665,15.0,Conference / Symposium,2021-11-28,0
7666,15.0,Conference / Symposium,2021-12-05,0
7667,15.0,Conference / Symposium,2021-12-12,0
7668,15.0,Conference / Symposium,2021-12-19,0
7669,15.0,Conference / Symposium,2021-12-26,0
7670,15.0,Conference / Symposium,2022-01-02,0
7671,15.0,Conference / Symposium,2022-01-09,0
7672,15.0,Conference / Symposium,2022-01-16,0
7673,15.0,Conference / Symposium,2022-01-23,0
7674,15.0,Conference / Symposium,2022-01-30,4
7675,15.0,Conference / Symposium,2022-02-06,8
7676,15.0,Conference / Symposium,2022-02-13,0
7677,15.0,Conference / Symposium,2022-02-20,0
7678,15.0,Conference / Symposium,2022-02-27,0
7679,15.0,Conference / Symposium,2022-03-06,6
7680,15.0,Lecture,2021-06-13,2
7681,15.0,Lecture,2021-06-20,0
7682,15.0,Lecture,2021-06-27,0
7683,15.0,Lecture,2021-07-04,0
7684,15.0,Lecture,2021-07-11,10
7685,15.0,Lecture,2021-07-18,0
7686,15.0,Lecture,2021-07-25,0
7687,15.0,Lecture,2021-08-01,0
7688,15.0,Lecture,2021-08-08,0
7689,15.0,Lecture,2021-08-15,2
7690,15.0,Lecture,2021-08-22,0
7691,15.0,Lecture,2021-08-29,0
7692,15.0,Lecture,2021-09-05,0
7693,15.0,Lecture,2021-09-12,0
7694,15.0,Lecture,2021-09-19,0
7695,15.0,Lecture,2021-09-26,0
7696,15.0,Lecture,2021-10-03,0
7697,15.0,Lecture,2021-10-10,0
7698,15.0,Lecture,2021-10-17,6
7699,15.0,Lecture,2021-10-24,2
7700,15.0,Lecture,2021-10-31,0
7701,15.0,Lecture,2021-11-07,0
7702,15.0,Lecture,2021-11-14,0
7703,15.0,Lecture,2021-11-21,0
7704,15.0,Lecture,2021-11-28,0
7705,15.0,Lecture,2021-12-05,0
7706,15.0,Lecture,2021-12-12,0
7707,15.0,Lecture,2021-12-19,0
7708,15.0,Lecture,2021-12-26,0
7709,15.0,Lecture,2022-01-02,0
7710,15.0,Lecture,2022-01-09,8
7711,15.0,Lecture,2022-01-16,0
7712,15.0,Lecture,2022-01-23,0
7713,15.0,Lecture,2022-01-30,2
7714,15.0,Lecture,2022-02-06,10
7715,15.0,Other Events,2021-07-11,12
7716,15.0,Other Events,2021-07-18,0
7717,15.0,Other Events,2021-07-25,0
7718,15.0,Other Events,2021-08-01,0
7719,15.0,Other Events,2021-08-08,0
7720,15.0,Other Events,2021-08-15,0
7721,15.0,Other Events,2021-08-22,0
7722,15.0,Other Events,2021-08-29,0
7723,15.0,Other Events,2021-09-05,0
7724,15.0,Other Events,2021-09-12,0
7725,15.0,Other Events,2021-09-19,0
7726,15.0,Other Events,2021-09-26,0
7727,15.0,Other Events,2021-10-03,0
7728,15.0,Other Events,2021-10-10,0
7729,15.0,Other Events,2021-10-17,0
7730,15.0,Other Events,2021-10-24,0
7731,15.0,Other Events,2021-10-31,0
7732,15.0,Other Events,2021-11-07,0
7733,15.0,Other Events,2021-11-14,0
7734,15.0,Other Events,2021-11-21,0
7735,15.0,Other Events,2021-11-28,0
7736,15.0,Other Events,2021-12-05,2
7737,15.0,Other Events,2021-12-12,0
7738,15.0,Other Events,2021-12-19,0
7739,15.0,Other Events,2021-12-26,0
7740,15.0,Other Events,2022-01-02,0
7741,15.0,Other Events,2022-01-09,6
7742,15.0,Other Events,2022-01-16,0
7743,15.0,Other Events,2022-01-23,0
7744,15.0,Other Events,2022-01-30,0
7745,15.0,Other Events,2022-02-06,2
7746,15.0,Other Events,2022-02-13,0
7747,15.0,Other Events,2022-02-20,0
7748,15.0,Other Events,2022-02-27,0
7749,15.0,Other Events,2022-03-06,6
7750,15.0,"Others, Group 1",2017-08-13,404
7751,15.0,"Others, Group 10",2022-08-14,2
7752,15.0,"Others, Group 2",2018-01-07,146
7753,15.0,"Others, Group 2",2018-01-14,2
7754,15.0,"Others, Group 2",2018-01-21,0
7755,15.0,"Others, Group 2",2018-01-28,0
7756,15.0,"Others, Group 2",2018-02-04,0
7757,15.0,"Others, Group 2",2018-02-11,14
7758,15.0,"Others, Group 3",2018-02-11,12
7759,15.0,"Others, Group 3",2018-02-18,0
7760,15.0,"Others, Group 3",2018-02-25,0
7761,15.0,"Others, Group 3",2018-03-04,0
7762,15.0,"Others, Group 3",2018-03-11,42
7763,15.0,"Others, Group 3",2018-03-18,0
7764,15.0,"Others, Group 3",2018-03-25,0
7765,15.0,"Others, Group 3",2018-04-01,0
7766,15.0,"Others, Group 3",2018-04-08,0
7767,15.0,"Others, Group 3",2018-04-15,0
7768,15.0,"Others, Group 3",2018-04-22,0
7769,15.0,"Others, Group 3",2018-04-29,0
7770,15.0,"Others, Group 3",2018-05-06,0
7771,15.0,"Others, Group 3",2018-05-13,30
7772,15.0,"Others, Group 3",2018-05-20,0
7773,15.0,"Others, Group 3",2018-05-27,0
7774,15.0,"Others, Group 3",2018-06-03,0
7775,15.0,"Others, Group 3",2018-06-10,30
7776,15.0,"Others, Group 3",2018-06-17,0
7777,15.0,"Others, Group 3",2018-06-24,0
7778,15.0,"Others, Group 3",2018-07-01,0
7779,15.0,"Others, Group 3",2018-07-08,0
7780,15.0,"Others, Group 3",2018-07-15,1102
7781,15.0,"Others, Group 4",2018-07-15,18
7782,15.0,"Others, Group 4",2018-07-22,0
7783,15.0,"Others, Group 4",2018-07-29,0
7784,15.0,"Others, Group 4",2018-08-05,0
7785,15.0,"Others, Group 4",2018-08-12,162
7786,15.0,"Others, Group 6",2019-01-06,96
7787,15.0,"Others, Group 6",2019-01-13,0
7788,15.0,"Others, Group 6",2019-01-20,0
7789,15.0,"Others, Group 6",2019-01-27,0
7790,15.0,"Others, Group 6",2019-02-03,0
7791,15.0,"Others, Group 6",2019-02-10,232
7792,15.0,"Others, Group 7",2019-05-12,10
7793,15.0,"Others, Group 7",2019-05-19,0
7794,15.0,"Others, Group 7",2019-05-26,0
7795,15.0,"Others, Group 7",2019-06-02,0
7796,15.0,"Others, Group 7",2019-06-09,12
7797,15.0,"Others, Group 7",2019-06-16,0
7798,15.0,"Others, Group 7",2019-06-23,0
7799,15.0,"Others, Group 7",2019-06-30,0
7800,15.0,"Others, Group 7",2019-07-07,0
7801,15.0,"Others, Group 7",2019-07-14,116
7802,15.0,"Others, Group 8",2019-07-14,30
7803,15.0,"Others, Group 8",2019-07-21,0
7804,15.0,"Others, Group 8",2019-07-28,0
7805,15.0,"Others, Group 8",2019-08-04,0
7806,15.0,"Others, Group 8",2019-08-11,270
7807,15.0,Reading Group,2021-07-11,4
7808,15.0,Research Training,2021-07-11,36
7809,15.0,Research Training,2021-07-18,0
7810,15.0,Research Training,2021-07-25,0
7811,15.0,Research Training,2021-08-01,0
7812,15.0,Research Training,2021-08-08,0
7813,15.0,Research Training,2021-08-15,12
7814,15.0,Research Training,2021-08-22,0
7815,15.0,Research Training,2021-08-29,0
7816,15.0,Research Training,2021-09-05,0
7817,15.0,Research Training,2021-09-12,0
7818,15.0,Research Training,2021-09-19,0
7819,15.0,Research Training,2021-09-26,2
7820,15.0,Research Training,2021-10-03,6
7821,15.0,Research Training,2021-10-10,0
7822,15.0,Research Training,2021-10-17,0
7823,15.0,Research Training,2021-10-24,0
7824,15.0,Research Training,2021-10-31,2
7825,15.0,Research Training,2021-11-07,0
7826,15.0,Research Training,2021-11-14,4
7827,15.0,Research Training,2021-11-21,0
7828,15.0,Research Training,2021-11-28,0
7829,15.0,Research Training,2021-12-05,0
7830,15.0,Research Training,2021-12-12,0
7831,15.0,Research Training,2021-12-19,0
7832,15.0,Research Training,2021-12-26,0
7833,15.0,Research Training,2022-01-02,0
7834,15.0,Research Training,2022-01-09,0
7835,15.0,Research Training,2022-01-16,0
7836,15.0,Research Training,2022-01-23,0
7837,15.0,Research Training,2022-01-30,4
7838,15.0,Research Training,2022-02-06,12
7839,15.0,Research Training,2022-02-13,0
7840,15.0,Research Training,2022-02-20,0
7841,15.0,Research Training,2022-02-27,0
7842,15.0,Research Training,2022-03-06,4
7843,15.0,Seminar,2021-07-11,104
7844,15.0,Seminar,2021-07-18,0
7845,15.0,Seminar,2021-07-25,0
7846,15.0,Seminar,2021-08-01,4
7847,15.0,Seminar,2021-08-08,0
7848,15.0,Seminar,2021-08-15,68
7849,15.0,Seminar,2021-08-22,4
7850,15.0,Seminar,2021-08-29,2
7851,15.0,Seminar,2021-09-05,10
7852,15.0,Seminar,2021-09-12,0
7853,15.0,Seminar,2021-09-19,0
7854,15.0,Seminar,2021-09-26,4
7855,15.0,Seminar,2021-10-03,20
7856,15.0,Seminar,2021-10-10,0
7857,15.0,Seminar,2021-10-17,16
7858,15.0,Seminar,2021-10-24,6
7859,15.0,Seminar,2021-10-31,2
7860,15.0,Seminar,2021-11-07,0
7861,15.0,Seminar,2021-11-14,2
7862,15.0,Seminar,2021-11-21,0
7863,15.0,Seminar,2021-11-28,4
7864,15.0,Seminar,2021-12-05,2
7865,15.0,Seminar,2021-12-12,0
7866,15.0,Seminar,2021-12-19,0
7867,15.0,Seminar,2021-12-26,0
7868,15.0,Seminar,2022-01-02,0
7869,15.0,Seminar,2022-01-09,0
7870,15.0,Seminar,2022-01-16,6
7871,15.0,Seminar,2022-01-23,6
7872,15.0,Seminar,2022-01-30,18
7873,15.0,Seminar,2022-02-06,34
7874,15.0,Seminar,2022-02-13,0
7875,15.0,Seminar,2022-02-20,0
7876,15.0,Seminar,2022-02-27,2
7877,15.0,Seminar,2022-03-06,30
7878,15.0,Seminar,2022-03-13,0
7879,15.0,Seminar,2022-03-20,0
7880,15.0,Seminar,2022-03-27,2
7881,15.0,Seminar,2022-04-03,0
7882,15.0,Seminar,2022-04-10,2
7883,15.0,Seminar,2022-04-17,0
7884,15.0,Seminar,2022-04-24,2
7885,15.0,Short Course,2021-06-13,6
7886,15.0,Short Course,2021-06-20,0
7887,15.0,Short Course,2021-06-27,0
7888,15.0,Short Course,2021-07-04,0
7889,15.0,Short Course,2021-07-11,0
7890,15.0,Short Course,2021-07-18,0
7891,15.0,Short Course,2021-07-25,0
7892,15.0,Short Course,2021-08-01,0
7893,15.0,Short Course,2021-08-08,0
7894,15.0,Short Course,2021-08-15,0
7895,15.0,Short Course,2021-08-22,0
7896,15.0,Short Course,2021-08-29,0
7897,15.0,Short Course,2021-09-05,0
7898,15.0,Short Course,2021-09-12,0
7899,15.0,Short Course,2021-09-19,0
7900,15.0,Short Course,2021-09-26,0
7901,15.0,Short Course,2021-10-03,0
7902,15.0,Short Course,2021-10-10,0
7903,15.0,Short Course,2021-10-17,0
7904,15.0,Short Course,2021-10-24,0
7905,15.0,Short Course,2021-10-31,0
7906,15.0,Short Course,2021-11-07,0
7907,15.0,Short Course,2021-11-14,0
7908,15.0,Short Course,2021-11-21,0
7909,15.0,Short Course,2021-11-28,0
7910,15.0,Short Course,2021-12-05,0
7911,15.0,Short Course,2021-12-12,0
7912,15.0,Short Course,2021-12-19,0
7913,15.0,Short Course,2021-12-26,0
7914,15.0,Short Course,2022-01-02,0
7915,15.0,Short Course,2022-01-09,0
7916,15.0,Short Course,2022-01-16,0
7917,15.0,Short Course,2022-01-23,0
7918,15.0,Short Course,2022-01-30,0
7919,15.0,Short Course,2022-02-06,2
7920,15.0,Summer School,2022-02-20,4
7921,15.0,Summer School,2022-02-27,2
7922,15.0,Summer School,2022-03-06,4
7923,15.0,Summer School,2022-03-13,0
7924,15.0,Summer School,2022-03-20,2
7925,15.0,Workshop,2021-07-11,14
7926,15.0,Workshop,2021-07-18,0
7927,15.0,Workshop,2021-07-25,0
7928,15.0,Workshop,2021-08-01,0
7929,15.0,Workshop,2021-08-08,0
7930,15.0,Workshop,2021-08-15,6
7931,15.0,Workshop,2021-08-22,0
7932,15.0,Workshop,2021-08-29,0
7933,15.0,Workshop,2021-09-05,0
7934,15.0,Workshop,2021-09-12,0
7935,15.0,Workshop,2021-09-19,0
7936,15.0,Workshop,2021-09-26,0
7937,15.0,Workshop,2021-10-03,0
7938,15.0,Workshop,2021-10-10,0
7939,15.0,Workshop,2021-10-17,0
7940,15.0,Workshop,2021-10-24,0
7941,15.0,Workshop,2021-10-31,0
7942,15.0,Workshop,2021-11-07,0
7943,15.0,Workshop,2021-11-14,0
7944,15.0,Workshop,2021-11-21,0
7945,15.0,Workshop,2021-11-28,0
7946,15.0,Workshop,2021-12-05,0
7947,15.0,Workshop,2021-12-12,0
7948,15.0,Workshop,2021-12-19,0
7949,15.0,Workshop,2021-12-26,0
7950,15.0,Workshop,2022-01-02,0
7951,15.0,Workshop,2022-01-09,6
7952,16.0,Conference / Symposium,2021-06-13,2
7953,16.0,Conference / Symposium,2021-06-20,0
7954,16.0,Conference / Symposium,2021-06-27,0
7955,16.0,Conference / Symposium,2021-07-04,10
7956,16.0,Conference / Symposium,2021-07-11,148
7957,16.0,Conference / Symposium,2021-07-18,0
7958,16.0,Conference / Symposium,2021-07-25,0
7959,16.0,Conference / Symposium,2021-08-01,0
7960,16.0,Conference / Symposium,2021-08-08,0
7961,16.0,Conference / Symposium,2021-08-15,12
7962,16.0,Conference / Symposium,2021-08-22,0
7963,16.0,Conference / Symposium,2021-08-29,0
7964,16.0,Conference / Symposium,2021-09-05,0
7965,16.0,Conference / Symposium,2021-09-12,0
7966,16.0,Conference / Symposium,2021-09-19,0
7967,16.0,Conference / Symposium,2021-09-26,0
7968,16.0,Conference / Symposium,2021-10-03,0
7969,16.0,Conference / Symposium,2021-10-10,0
7970,16.0,Conference / Symposium,2021-10-17,0
7971,16.0,Conference / Symposium,2021-10-24,0
7972,16.0,Conference / Symposium,2021-10-31,0
7973,16.0,Conference / Symposium,2021-11-07,0
7974,16.0,Conference / Symposium,2021-11-14,0
7975,16.0,Conference / Symposium,2021-11-21,0
7976,16.0,Conference / Symposium,2021-11-28,0
7977,16.0,Conference / Symposium,2021-12-05,0
7978,16.0,Conference / Symposium,2021-12-12,0
7979,16.0,Conference / Symposium,2021-12-19,0
7980,16.0,Conference / Symposium,2021-12-26,0
7981,16.0,Conference / Symposium,2022-01-02,0
7982,16.0,Conference / Symposium,2022-01-09,0
7983,16.0,Conference / Symposium,2022-01-16,0
7984,16.0,Conference / Symposium,2022-01-23,8
7985,16.0,Conference / Symposium,2022-01-30,0
7986,16.0,Conference / Symposium,2022-02-06,0
7987,16.0,Conference / Symposium,2022-02-13,0
7988,16.0,Conference / Symposium,2022-02-20,0
7989,16.0,Conference / Symposium,2022-02-27,0
7990,16.0,Conference / Symposium,2022-03-06,26
7991,16.0,Lecture,2022-01-09,6
7992,16.0,Other Events,2021-07-11,4
7993,16.0,Other Events,2021-07-18,0
7994,16.0,Other Events,2021-07-25,0
7995,16.0,Other Events,2021-08-01,0
7996,16.0,Other Events,2021-08-08,0
7997,16.0,Other Events,2021-08-15,10
7998,16.0,Other Events,2021-08-22,0
7999,16.0,Other Events,2021-08-29,0
8000,16.0,Other Events,2021-09-05,0
8001,16.0,Other Events,2021-09-12,0
8002,16.0,Other Events,2021-09-19,0
8003,16.0,Other Events,2021-09-26,0
8004,16.0,Other Events,2021-10-03,0
8005,16.0,Other Events,2021-10-10,0
8006,16.0,Other Events,2021-10-17,4
8007,16.0,Other Events,2021-10-24,0
8008,16.0,Other Events,2021-10-31,0
8009,16.0,Other Events,2021-11-07,0
8010,16.0,Other Events,2021-11-14,0
8011,16.0,Other Events,2021-11-21,0
8012,16.0,Other Events,2021-11-28,8
8013,16.0,Other Events,2021-12-05,0
8014,16.0,Other Events,2021-12-12,0
8015,16.0,Other Events,2021-12-19,0
8016,16.0,Other Events,2021-12-26,0
8017,16.0,Other Events,2022-01-02,0
8018,16.0,Other Events,2022-01-09,4
8019,16.0,Other Events,2022-01-16,0
8020,16.0,Other Events,2022-01-23,0
8021,16.0,Other Events,2022-01-30,0
8022,16.0,Other Events,2022-02-06,4
8023,16.0,Other Events,2022-02-13,0
8024,16.0,Other Events,2022-02-20,0
8025,16.0,Other Events,2022-02-27,0
8026,16.0,Other Events,2022-03-06,2
8027,16.0,"Others, Group 2",2018-01-07,6
8028,16.0,"Others, Group 3",2018-03-11,22
8029,16.0,"Others, Group 3",2018-03-18,0
8030,16.0,"Others, Group 3",2018-03-25,0
8031,16.0,"Others, Group 3",2018-04-01,0
8032,16.0,"Others, Group 3",2018-04-08,692
8033,16.0,"Others, Group 3",2018-04-15,0
8034,16.0,"Others, Group 3",2018-04-22,0
8035,16.0,"Others, Group 3",2018-04-29,0
8036,16.0,"Others, Group 3",2018-05-06,6
8037,16.0,"Others, Group 3",2018-05-13,224
8038,16.0,"Others, Group 3",2018-05-20,0
8039,16.0,"Others, Group 3",2018-05-27,0
8040,16.0,"Others, Group 3",2018-06-03,0
8041,16.0,"Others, Group 3",2018-06-10,182
8042,16.0,"Others, Group 4",2018-08-12,16
8043,16.0,"Others, Group 6",2019-01-06,32
8044,16.0,"Others, Group 6",2019-01-13,0
8045,16.0,"Others, Group 6",2019-01-20,0
8046,16.0,"Others, Group 6",2019-01-27,0
8047,16.0,"Others, Group 6",2019-02-03,0
8048,16.0,"Others, Group 6",2019-02-10,0
8049,16.0,"Others, Group 6",2019-02-17,0
8050,16.0,"Others, Group 6",2019-02-24,0
8051,16.0,"Others, Group 6",2019-03-03,0
8052,16.0,"Others, Group 6",2019-03-10,0
8053,16.0,"Others, Group 6",2019-03-17,0
8054,16.0,"Others, Group 6",2019-03-24,0
8055,16.0,"Others, Group 6",2019-03-31,0
8056,16.0,"Others, Group 6",2019-04-07,0
8057,16.0,"Others, Group 6",2019-04-14,0
8058,16.0,"Others, Group 6",2019-04-21,0
8059,16.0,"Others, Group 6",2019-04-28,0
8060,16.0,"Others, Group 6",2019-05-05,0
8061,16.0,"Others, Group 6",2019-05-12,56
8062,16.0,"Others, Group 7",2019-05-12,2
8063,16.0,"Others, Group 7",2019-05-19,0
8064,16.0,"Others, Group 7",2019-05-26,0
8065,16.0,"Others, Group 7",2019-06-02,0
8066,16.0,"Others, Group 7",2019-06-09,34
8067,16.0,"Others, Group 7",2019-06-16,20
8068,16.0,"Others, Group 7",2019-06-23,0
8069,16.0,"Others, Group 7",2019-06-30,0
8070,16.0,"Others, Group 7",2019-07-07,0
8071,16.0,"Others, Group 7",2019-07-14,54
8072,16.0,"Others, Group 7",2019-07-21,0
8073,16.0,"Others, Group 7",2019-07-28,0
8074,16.0,"Others, Group 7",2019-08-04,0
8075,16.0,"Others, Group 7",2019-08-11,8
8076,16.0,"Others, Group 8",2019-09-15,2
8077,16.0,"Others, Group 9",2020-01-05,4
8078,16.0,Research Training,2021-07-11,40
8079,16.0,Research Training,2021-07-18,0
8080,16.0,Research Training,2021-07-25,0
8081,16.0,Research Training,2021-08-01,0
8082,16.0,Research Training,2021-08-08,0
8083,16.0,Research Training,2021-08-15,12
8084,16.0,Research Training,2021-08-22,0
8085,16.0,Research Training,2021-08-29,0
8086,16.0,Research Training,2021-09-05,0
8087,16.0,Research Training,2021-09-12,0
8088,16.0,Research Training,2021-09-19,0
8089,16.0,Research Training,2021-09-26,4
8090,16.0,Research Training,2021-10-03,0
8091,16.0,Research Training,2021-10-10,0
8092,16.0,Research Training,2021-10-17,12
8093,16.0,Research Training,2021-10-24,0
8094,16.0,Research Training,2021-10-31,0
8095,16.0,Research Training,2021-11-07,0
8096,16.0,Research Training,2021-11-14,2
8097,16.0,Research Training,2021-11-21,0
8098,16.0,Research Training,2021-11-28,0
8099,16.0,Research Training,2021-12-05,4
8100,16.0,Research Training,2021-12-12,0
8101,16.0,Research Training,2021-12-19,0
8102,16.0,Research Training,2021-12-26,0
8103,16.0,Research Training,2022-01-02,0
8104,16.0,Research Training,2022-01-09,0
8105,16.0,Research Training,2022-01-16,0
8106,16.0,Research Training,2022-01-23,2
8107,16.0,Research Training,2022-01-30,56
8108,16.0,Research Training,2022-02-06,6
8109,16.0,Research Training,2022-02-13,0
8110,16.0,Research Training,2022-02-20,0
8111,16.0,Research Training,2022-02-27,0
8112,16.0,Research Training,2022-03-06,2
8113,16.0,Seminar,2021-06-13,12
8114,16.0,Seminar,2021-06-20,0
8115,16.0,Seminar,2021-06-27,0
8116,16.0,Seminar,2021-07-04,0
8117,16.0,Seminar,2021-07-11,20
8118,16.0,Seminar,2021-07-18,0
8119,16.0,Seminar,2021-07-25,0
8120,16.0,Seminar,2021-08-01,0
8121,16.0,Seminar,2021-08-08,0
8122,16.0,Seminar,2021-08-15,38
8123,16.0,Seminar,2021-08-22,0
8124,16.0,Seminar,2021-08-29,12
8125,16.0,Seminar,2021-09-05,0
8126,16.0,Seminar,2021-09-12,0
8127,16.0,Seminar,2021-09-19,6
8128,16.0,Seminar,2021-09-26,42
8129,16.0,Seminar,2021-10-03,0
8130,16.0,Seminar,2021-10-10,0
8131,16.0,Seminar,2021-10-17,18
8132,16.0,Seminar,2021-10-24,4
8133,16.0,Seminar,2021-10-31,4
8134,16.0,Seminar,2021-11-07,0
8135,16.0,Seminar,2021-11-14,6
8136,16.0,Seminar,2021-11-21,2
8137,16.0,Seminar,2021-11-28,4
8138,16.0,Seminar,2021-12-05,0
8139,16.0,Seminar,2021-12-12,0
8140,16.0,Seminar,2021-12-19,0
8141,16.0,Seminar,2021-12-26,0
8142,16.0,Seminar,2022-01-02,0
8143,16.0,Seminar,2022-01-09,10
8144,16.0,Seminar,2022-01-16,6
8145,16.0,Seminar,2022-01-23,30
8146,16.0,Seminar,2022-01-30,8
8147,16.0,Seminar,2022-02-06,16
8148,16.0,Seminar,2022-02-13,0
8149,16.0,Seminar,2022-02-20,8
8150,16.0,Seminar,2022-02-27,8
8151,16.0,Seminar,2022-03-06,12
8152,16.0,Seminar,2022-03-13,0
8153,16.0,Seminar,2022-03-20,6
8154,16.0,Short Course,2022-01-09,2
8155,16.0,Summer School,2022-02-20,2
8156,16.0,Summer School,2022-02-27,0
8157,16.0,Summer School,2022-03-06,4
8158,16.0,Summer School,2022-03-13,0
8159,16.0,Summer School,2022-03-20,4
8160,16.0,Workshop,2021-06-13,2
8161,16.0,Workshop,2021-06-20,0
8162,16.0,Workshop,2021-06-27,0
8163,16.0,Workshop,2021-07-04,0
8164,16.0,Workshop,2021-07-11,0
8165,16.0,Workshop,2021-07-18,0
8166,16.0,Workshop,2021-07-25,0
8167,16.0,Workshop,2021-08-01,0
8168,16.0,Workshop,2021-08-08,0
8169,16.0,Workshop,2021-08-15,0
8170,16.0,Workshop,2021-08-22,0
8171,16.0,Workshop,2021-08-29,0
8172,16.0,Workshop,2021-09-05,0
8173,16.0,Workshop,2021-09-12,0
8174,16.0,Workshop,2021-09-19,0
8175,16.0,Workshop,2021-09-26,0
8176,16.0,Workshop,2021-10-03,0
8177,16.0,Workshop,2021-10-10,0
8178,16.0,Workshop,2021-10-17,0
8179,16.0,Workshop,2021-10-24,0
8180,16.0,Workshop,2021-10-31,0
8181,16.0,Workshop,2021-11-07,0
8182,16.0,Workshop,2021-11-14,0
8183,16.0,Workshop,2021-11-21,0
8184,16.0,Workshop,2021-11-28,0
8185,16.0,Workshop,2021-12-05,0
8186,16.0,Workshop,2021-12-12,0
8187,16.0,Workshop,2021-12-19,0
8188,16.0,Workshop,2021-12-26,0
8189,16.0,Workshop,2022-01-02,0
8190,16.0,Workshop,2022-01-09,8
8191,17.0,Colloquium ,2022-02-06,6
8192,17.0,Conference / Symposium,2021-05-09,8
8193,17.0,Conference / Symposium,2021-05-16,0
8194,17.0,Conference / Symposium,2021-05-23,0
