,Weeks to Event,EventType,StatusCreatedDate,Num_of_ticket
0,0.0,Colloquium ,2021-11-28,10
1,0.0,Colloquium ,2021-12-05,0
2,0.0,Colloquium ,2021-12-12,0
3,0.0,Colloquium ,2021-12-19,0
4,0.0,Colloquium ,2021-12-26,0
5,0.0,Colloquium ,2022-01-02,0
6,0.0,Colloquium ,2022-01-09,0
7,0.0,Colloquium ,2022-01-16,0
8,0.0,Colloquium ,2022-01-23,0
9,0.0,Colloquium ,2022-01-30,38
10,0.0,Colloquium ,2022-02-06,0
11,0.0,Colloquium ,2022-02-13,0
12,0.0,Colloquium ,2022-02-20,0
13,0.0,Colloquium ,2022-02-27,42
14,0.0,Colloquium ,2022-03-06,0
15,0.0,Colloquium ,2022-03-13,0
16,0.0,Colloquium ,2022-03-20,216
17,0.0,Colloquium ,2022-03-27,14
18,0.0,Colloquium ,2022-04-03,2
19,0.0,Colloquium ,2022-04-10,0
20,0.0,Colloquium ,2022-04-17,0
21,0.0,Colloquium ,2022-04-24,0
22,0.0,Colloquium ,2022-05-01,0
23,0.0,Colloquium ,2022-05-08,0
24,0.0,Colloquium ,2022-05-15,0
25,0.0,Colloquium ,2022-05-22,0
26,0.0,Colloquium ,2022-05-29,0
27,0.0,Colloquium ,2022-06-05,10
28,0.0,Colloquium ,2022-06-12,42
29,0.0,Colloquium ,2022-06-19,8
30,0.0,Conference / Symposium,2021-08-01,2
31,0.0,Conference / Symposium,2021-08-08,0
32,0.0,Conference / Symposium,2021-08-15,4
33,0.0,Conference / Symposium,2021-08-22,10
34,0.0,Conference / Symposium,2021-08-29,0
35,0.0,Conference / Symposium,2021-09-05,20
36,0.0,Conference / Symposium,2021-09-12,14
37,0.0,Conference / Symposium,2021-09-19,0
38,0.0,Conference / Symposium,2021-09-26,2
39,0.0,Conference / Symposium,2021-10-03,38
40,0.0,Conference / Symposium,2021-10-10,0
41,0.0,Conference / Symposium,2021-10-17,10
42,0.0,Conference / Symposium,2021-10-24,144
43,0.0,Conference / Symposium,2021-10-31,146
44,0.0,Conference / Symposium,2021-11-07,0
45,0.0,Conference / Symposium,2021-11-14,6
46,0.0,Conference / Symposium,2021-11-21,54
47,0.0,Conference / Symposium,2021-11-28,86
48,0.0,Conference / Symposium,2021-12-05,122
49,0.0,Conference / Symposium,2021-12-12,0
50,0.0,Conference / Symposium,2021-12-19,0
51,0.0,Conference / Symposium,2021-12-26,0
52,0.0,Conference / Symposium,2022-01-02,0
53,0.0,Conference / Symposium,2022-01-09,0
54,0.0,Conference / Symposium,2022-01-16,0
55,0.0,Conference / Symposium,2022-01-23,0
56,0.0,Conference / Symposium,2022-01-30,2
57,0.0,Conference / Symposium,2022-02-06,0
58,0.0,Conference / Symposium,2022-02-13,0
59,0.0,Conference / Symposium,2022-02-20,2
60,0.0,Conference / Symposium,2022-02-27,36
61,0.0,Conference / Symposium,2022-03-06,0
62,0.0,Conference / Symposium,2022-03-13,0
63,0.0,Conference / Symposium,2022-03-20,32
64,0.0,Conference / Symposium,2022-03-27,18
65,0.0,Conference / Symposium,2022-04-03,128
66,0.0,Conference / Symposium,2022-04-10,0
67,0.0,Conference / Symposium,2022-04-17,0
68,0.0,Conference / Symposium,2022-04-24,0
69,0.0,Conference / Symposium,2022-05-01,0
70,0.0,Conference / Symposium,2022-05-08,0
71,0.0,Conference / Symposium,2022-05-15,18
72,0.0,Conference / Symposium,2022-05-22,40
73,0.0,Conference / Symposium,2022-05-29,64
74,0.0,Conference / Symposium,2022-06-05,0
75,0.0,Conference / Symposium,2022-06-12,0
76,0.0,Conference / Symposium,2022-06-19,100
77,0.0,Conference / Symposium,2022-06-26,130
78,0.0,Conference / Symposium,2022-07-03,128
79,0.0,Conference / Symposium,2022-07-10,14
80,0.0,Exhibition,2022-06-19,10
81,0.0,Lecture,2021-09-05,44
82,0.0,Lecture,2021-09-12,0
83,0.0,Lecture,2021-09-19,0
84,0.0,Lecture,2021-09-26,72
85,0.0,Lecture,2021-10-03,0
86,0.0,Lecture,2021-10-10,0
87,0.0,Lecture,2021-10-17,196
88,0.0,Lecture,2021-10-24,206
89,0.0,Lecture,2021-10-31,52
90,0.0,Lecture,2021-11-07,0
91,0.0,Lecture,2021-11-14,4
92,0.0,Lecture,2021-11-21,48
93,0.0,Lecture,2021-11-28,42
94,0.0,Lecture,2021-12-05,100
95,0.0,Lecture,2021-12-12,26
96,0.0,Lecture,2021-12-19,82
97,0.0,Lecture,2021-12-26,0
98,0.0,Lecture,2022-01-02,0
99,0.0,Lecture,2022-01-09,0
100,0.0,Lecture,2022-01-16,12
101,0.0,Lecture,2022-01-23,66
102,0.0,Lecture,2022-01-30,72
103,0.0,Lecture,2022-02-06,40
104,0.0,Lecture,2022-02-13,2
105,0.0,Lecture,2022-02-20,66
106,0.0,Lecture,2022-02-27,28
107,0.0,Lecture,2022-03-06,0
108,0.0,Lecture,2022-03-13,0
109,0.0,Lecture,2022-03-20,52
110,0.0,Lecture,2022-03-27,18
111,0.0,Lecture,2022-04-03,46
112,0.0,Lecture,2022-04-10,18
113,0.0,Lecture,2022-04-17,8
114,0.0,Lecture,2022-04-24,130
115,0.0,Lecture,2022-05-01,82
116,0.0,Lecture,2022-05-08,28
117,0.0,Lecture,2022-05-15,14
118,0.0,Lecture,2022-05-22,140
119,0.0,Lecture,2022-05-29,30
120,0.0,Lecture,2022-06-05,44
121,0.0,Lecture,2022-06-12,6
122,0.0,Lecture,2022-06-19,78
123,0.0,Lecture,2022-06-26,70
124,0.0,Lecture,2022-07-03,168
125,0.0,Lunchtime Lecture,2021-11-21,104
126,0.0,Lunchtime Lecture,2021-11-28,0
127,0.0,Lunchtime Lecture,2021-12-05,4
128,0.0,Lunchtime Lecture,2021-12-12,2
129,0.0,Lunchtime Lecture,2021-12-19,16
130,0.0,Lunchtime Lecture,2021-12-26,0
131,0.0,Lunchtime Lecture,2022-01-02,0
132,0.0,Lunchtime Lecture,2022-01-09,0
133,0.0,Lunchtime Lecture,2022-01-16,0
134,0.0,Lunchtime Lecture,2022-01-23,0
135,0.0,Lunchtime Lecture,2022-01-30,8
136,0.0,Lunchtime Lecture,2022-02-06,0
137,0.0,Lunchtime Lecture,2022-02-13,0
138,0.0,Lunchtime Lecture,2022-02-20,2
139,0.0,Lunchtime Lecture,2022-02-27,10
140,0.0,Lunchtime Lecture,2022-03-06,0
141,0.0,Lunchtime Lecture,2022-03-13,0
142,0.0,Lunchtime Lecture,2022-03-20,0
143,0.0,Lunchtime Lecture,2022-03-27,0
144,0.0,Lunchtime Lecture,2022-04-03,0
145,0.0,Lunchtime Lecture,2022-04-10,0
146,0.0,Lunchtime Lecture,2022-04-17,0
147,0.0,Lunchtime Lecture,2022-04-24,0
148,0.0,Lunchtime Lecture,2022-05-01,0
149,0.0,Lunchtime Lecture,2022-05-08,0
150,0.0,Lunchtime Lecture,2022-05-15,0
151,0.0,Lunchtime Lecture,2022-05-22,0
152,0.0,Lunchtime Lecture,2022-05-29,0
153,0.0,Lunchtime Lecture,2022-06-05,0
154,0.0,Lunchtime Lecture,2022-06-12,0
155,0.0,Lunchtime Lecture,2022-06-19,16
156,0.0,Lunchtime Lecture,2022-06-26,8
157,0.0,Other Events,2021-10-24,158
158,0.0,Other Events,2021-10-31,234
159,0.0,Other Events,2021-11-07,0
160,0.0,Other Events,2021-11-14,58
161,0.0,Other Events,2021-11-21,168
162,0.0,Other Events,2021-11-28,64
163,0.0,Other Events,2021-12-05,68
164,0.0,Other Events,2021-12-12,6
165,0.0,Other Events,2021-12-19,44
166,0.0,Other Events,2021-12-26,0
167,0.0,Other Events,2022-01-02,0
168,0.0,Other Events,2022-01-09,0
169,0.0,Other Events,2022-01-16,18
170,0.0,Other Events,2022-01-23,148
171,0.0,Other Events,2022-01-30,114
172,0.0,Other Events,2022-02-06,108
173,0.0,Other Events,2022-02-13,4
174,0.0,Other Events,2022-02-20,56
175,0.0,Other Events,2022-02-27,64
176,0.0,Other Events,2022-03-06,40
177,0.0,Other Events,2022-03-13,16
178,0.0,Other Events,2022-03-20,110
179,0.0,Other Events,2022-03-27,4
180,0.0,Other Events,2022-04-03,0
181,0.0,Other Events,2022-04-10,0
182,0.0,Other Events,2022-04-17,0
183,0.0,Other Events,2022-04-24,40
184,0.0,Other Events,2022-05-01,430
185,0.0,Other Events,2022-05-08,0
186,0.0,Other Events,2022-05-15,20
187,0.0,Other Events,2022-05-22,18
188,0.0,Other Events,2022-05-29,74
189,0.0,Other Events,2022-06-05,0
190,0.0,Other Events,2022-06-12,0
191,0.0,Other Events,2022-06-19,40
192,0.0,Other Events,2022-06-26,26
193,0.0,Other Events,2022-07-03,8
194,0.0,"Others, Group 1",2017-11-26,594
195,0.0,"Others, Group 1",2017-12-03,102
196,0.0,"Others, Group 1",2017-12-10,0
197,0.0,"Others, Group 1",2017-12-17,132
198,0.0,"Others, Group 10",2020-03-08,2
199,0.0,"Others, Group 10",2020-03-15,0
200,0.0,"Others, Group 10",2020-03-22,0
201,0.0,"Others, Group 10",2020-03-29,0
202,0.0,"Others, Group 10",2020-04-05,0
203,0.0,"Others, Group 10",2020-04-12,0
204,0.0,"Others, Group 10",2020-04-19,0
205,0.0,"Others, Group 10",2020-04-26,0
206,0.0,"Others, Group 10",2020-05-03,0
207,0.0,"Others, Group 10",2020-05-10,0
208,0.0,"Others, Group 10",2020-05-17,0
209,0.0,"Others, Group 10",2020-05-24,0
210,0.0,"Others, Group 10",2020-05-31,0
211,0.0,"Others, Group 10",2020-06-07,0
212,0.0,"Others, Group 10",2020-06-14,0
213,0.0,"Others, Group 10",2020-06-21,0
214,0.0,"Others, Group 10",2020-06-28,0
215,0.0,"Others, Group 10",2020-07-05,0
216,0.0,"Others, Group 10",2020-07-12,0
217,0.0,"Others, Group 10",2020-07-19,0
218,0.0,"Others, Group 10",2020-07-26,0
219,0.0,"Others, Group 10",2020-08-02,0
220,0.0,"Others, Group 10",2020-08-09,0
221,0.0,"Others, Group 10",2020-08-16,0
222,0.0,"Others, Group 10",2020-08-23,0
223,0.0,"Others, Group 10",2020-08-30,0
224,0.0,"Others, Group 10",2020-09-06,0
225,0.0,"Others, Group 10",2020-09-13,0
226,0.0,"Others, Group 10",2020-09-20,0
227,0.0,"Others, Group 10",2020-09-27,0
228,0.0,"Others, Group 10",2020-10-04,0
229,0.0,"Others, Group 10",2020-10-11,0
230,0.0,"Others, Group 10",2020-10-18,0
231,0.0,"Others, Group 10",2020-10-25,0
232,0.0,"Others, Group 10",2020-11-01,0
233,0.0,"Others, Group 10",2020-11-08,0
234,0.0,"Others, Group 10",2020-11-15,0
235,0.0,"Others, Group 10",2020-11-22,0
236,0.0,"Others, Group 10",2020-11-29,0
237,0.0,"Others, Group 10",2020-12-06,0
238,0.0,"Others, Group 10",2020-12-13,0
239,0.0,"Others, Group 10",2020-12-20,0
240,0.0,"Others, Group 10",2020-12-27,0
241,0.0,"Others, Group 10",2021-01-03,0
242,0.0,"Others, Group 10",2021-01-10,0
243,0.0,"Others, Group 10",2021-01-17,0
244,0.0,"Others, Group 10",2021-01-24,0
245,0.0,"Others, Group 10",2021-01-31,0
246,0.0,"Others, Group 10",2021-02-07,0
247,0.0,"Others, Group 10",2021-02-14,0
248,0.0,"Others, Group 10",2021-02-21,0
249,0.0,"Others, Group 10",2021-02-28,0
250,0.0,"Others, Group 10",2021-03-07,0
251,0.0,"Others, Group 10",2021-03-14,0
252,0.0,"Others, Group 10",2021-03-21,0
253,0.0,"Others, Group 10",2021-03-28,0
254,0.0,"Others, Group 10",2021-04-04,0
255,0.0,"Others, Group 10",2021-04-11,0
256,0.0,"Others, Group 10",2021-04-18,0
257,0.0,"Others, Group 10",2021-04-25,0
258,0.0,"Others, Group 10",2021-05-02,0
259,0.0,"Others, Group 10",2021-05-09,0
260,0.0,"Others, Group 10",2021-05-16,0
261,0.0,"Others, Group 10",2021-05-23,0
262,0.0,"Others, Group 10",2021-05-30,0
263,0.0,"Others, Group 10",2021-06-06,0
264,0.0,"Others, Group 10",2021-06-13,0
265,0.0,"Others, Group 10",2021-06-20,0
266,0.0,"Others, Group 10",2021-06-27,0
267,0.0,"Others, Group 10",2021-07-04,0
268,0.0,"Others, Group 10",2021-07-11,0
269,0.0,"Others, Group 10",2021-07-18,0
270,0.0,"Others, Group 10",2021-07-25,0
271,0.0,"Others, Group 10",2021-08-01,0
272,0.0,"Others, Group 10",2021-08-08,0
273,0.0,"Others, Group 10",2021-08-15,0
274,0.0,"Others, Group 10",2021-08-22,0
275,0.0,"Others, Group 10",2021-08-29,0
276,0.0,"Others, Group 10",2021-09-05,0
277,0.0,"Others, Group 10",2021-09-12,0
278,0.0,"Others, Group 10",2021-09-19,0
279,0.0,"Others, Group 10",2021-09-26,0
280,0.0,"Others, Group 10",2021-10-03,0
281,0.0,"Others, Group 10",2021-10-10,0
282,0.0,"Others, Group 10",2021-10-17,0
283,0.0,"Others, Group 10",2021-10-24,0
284,0.0,"Others, Group 10",2021-10-31,0
285,0.0,"Others, Group 10",2021-11-07,0
286,0.0,"Others, Group 10",2021-11-14,0
287,0.0,"Others, Group 10",2021-11-21,0
288,0.0,"Others, Group 10",2021-11-28,0
289,0.0,"Others, Group 10",2021-12-05,0
290,0.0,"Others, Group 10",2021-12-12,0
291,0.0,"Others, Group 10",2021-12-19,0
292,0.0,"Others, Group 10",2021-12-26,0
293,0.0,"Others, Group 10",2022-01-02,0
294,0.0,"Others, Group 10",2022-01-09,0
295,0.0,"Others, Group 10",2022-01-16,0
296,0.0,"Others, Group 10",2022-01-23,0
297,0.0,"Others, Group 10",2022-01-30,0
298,0.0,"Others, Group 10",2022-02-06,0
299,0.0,"Others, Group 10",2022-02-13,0
300,0.0,"Others, Group 10",2022-02-20,0
301,0.0,"Others, Group 10",2022-02-27,0
302,0.0,"Others, Group 10",2022-03-06,0
303,0.0,"Others, Group 10",2022-03-13,0
304,0.0,"Others, Group 10",2022-03-20,0
305,0.0,"Others, Group 10",2022-03-27,0
306,0.0,"Others, Group 10",2022-04-03,0
307,0.0,"Others, Group 10",2022-04-10,0
308,0.0,"Others, Group 10",2022-04-17,0
309,0.0,"Others, Group 10",2022-04-24,0
310,0.0,"Others, Group 10",2022-05-01,0
311,0.0,"Others, Group 10",2022-05-08,0
312,0.0,"Others, Group 10",2022-05-15,0
313,0.0,"Others, Group 10",2022-05-22,0
314,0.0,"Others, Group 10",2022-05-29,0
315,0.0,"Others, Group 10",2022-06-05,0
316,0.0,"Others, Group 10",2022-06-12,0
317,0.0,"Others, Group 10",2022-06-19,0
318,0.0,"Others, Group 10",2022-06-26,0
319,0.0,"Others, Group 10",2022-07-03,0
320,0.0,"Others, Group 10",2022-07-10,0
321,0.0,"Others, Group 10",2022-07-17,0
322,0.0,"Others, Group 10",2022-07-24,0
323,0.0,"Others, Group 10",2022-07-31,0
324,0.0,"Others, Group 10",2022-08-07,0
325,0.0,"Others, Group 10",2022-08-14,0
326,0.0,"Others, Group 10",2022-08-21,0
327,0.0,"Others, Group 10",2022-08-28,0
328,0.0,"Others, Group 10",2022-09-04,0
329,0.0,"Others, Group 10",2022-09-11,0
330,0.0,"Others, Group 10",2022-09-18,0
331,0.0,"Others, Group 10",2022-09-25,0
332,0.0,"Others, Group 10",2022-10-02,0
333,0.0,"Others, Group 10",2022-10-09,0
334,0.0,"Others, Group 10",2022-10-16,0
335,0.0,"Others, Group 10",2022-10-23,20
336,0.0,"Others, Group 10",2022-10-30,80
337,0.0,"Others, Group 10",2022-11-06,6
338,0.0,"Others, Group 10",2022-11-13,0
339,0.0,"Others, Group 10",2022-11-20,24
340,0.0,"Others, Group 10",2022-11-27,36
341,0.0,"Others, Group 10",2022-12-04,0
342,0.0,"Others, Group 10",2022-12-11,0
343,0.0,"Others, Group 10",2022-12-18,2
344,0.0,"Others, Group 10",2022-12-25,0
345,0.0,"Others, Group 10",2023-01-01,0
346,0.0,"Others, Group 10",2023-01-08,0
347,0.0,"Others, Group 10",2023-01-15,2
348,0.0,"Others, Group 2",2017-12-17,16
349,0.0,"Others, Group 2",2017-12-24,0
350,0.0,"Others, Group 2",2017-12-31,0
351,0.0,"Others, Group 2",2018-01-07,0
352,0.0,"Others, Group 2",2018-01-14,270
353,0.0,"Others, Group 2",2018-01-21,496
354,0.0,"Others, Group 2",2018-01-28,94
355,0.0,"Others, Group 2",2018-02-04,0
356,0.0,"Others, Group 2",2018-02-11,0
357,0.0,"Others, Group 2",2018-02-18,538
358,0.0,"Others, Group 2",2018-02-25,618
359,0.0,"Others, Group 2",2018-03-04,74
360,0.0,"Others, Group 2",2018-03-11,0
361,0.0,"Others, Group 2",2018-03-18,752
362,0.0,"Others, Group 2",2018-03-25,358
363,0.0,"Others, Group 2",2018-04-01,60
364,0.0,"Others, Group 2",2018-04-08,0
365,0.0,"Others, Group 2",2018-04-15,152
366,0.0,"Others, Group 2",2018-04-22,698
367,0.0,"Others, Group 2",2018-04-29,502
368,0.0,"Others, Group 2",2018-05-06,332
369,0.0,"Others, Group 2",2018-05-13,88
370,0.0,"Others, Group 2",2018-05-20,288
371,0.0,"Others, Group 3",2018-04-22,60
372,0.0,"Others, Group 3",2018-04-29,144
373,0.0,"Others, Group 3",2018-05-06,16
374,0.0,"Others, Group 3",2018-05-13,8
375,0.0,"Others, Group 3",2018-05-20,30
376,0.0,"Others, Group 3",2018-05-27,128
377,0.0,"Others, Group 3",2018-06-03,216
378,0.0,"Others, Group 3",2018-06-10,50
379,0.0,"Others, Group 3",2018-06-17,96
380,0.0,"Others, Group 3",2018-06-24,358
381,0.0,"Others, Group 3",2018-07-01,40
382,0.0,"Others, Group 3",2018-07-08,0
383,0.0,"Others, Group 3",2018-07-15,494
384,0.0,"Others, Group 3",2018-07-22,236
385,0.0,"Others, Group 3",2018-07-29,0
386,0.0,"Others, Group 3",2018-08-05,0
387,0.0,"Others, Group 3",2018-08-12,0
388,0.0,"Others, Group 3",2018-08-19,702
389,0.0,"Others, Group 3",2018-08-26,30
390,0.0,"Others, Group 3",2018-09-02,368
391,0.0,"Others, Group 3",2018-09-09,10
392,0.0,"Others, Group 3",2018-09-16,710
393,0.0,"Others, Group 3",2018-09-23,144
394,0.0,"Others, Group 3",2018-09-30,102
395,0.0,"Others, Group 3",2018-10-07,0
396,0.0,"Others, Group 3",2018-10-14,0
397,0.0,"Others, Group 3",2018-10-21,182
398,0.0,"Others, Group 3",2018-10-28,10
399,0.0,"Others, Group 4",2018-10-14,20
400,0.0,"Others, Group 4",2018-10-21,316
401,0.0,"Others, Group 4",2018-10-28,16
402,0.0,"Others, Group 4",2018-11-04,66
403,0.0,"Others, Group 4",2018-11-11,50
404,0.0,"Others, Group 4",2018-11-18,766
405,0.0,"Others, Group 4",2018-11-25,118
406,0.0,"Others, Group 4",2018-12-02,48
407,0.0,"Others, Group 4",2018-12-09,0
408,0.0,"Others, Group 4",2018-12-16,166
409,0.0,"Others, Group 4",2018-12-23,2
410,0.0,"Others, Group 4",2018-12-30,0
411,0.0,"Others, Group 4",2019-01-06,0
412,0.0,"Others, Group 4",2019-01-13,2
413,0.0,"Others, Group 4",2019-01-20,2
414,0.0,"Others, Group 4",2019-01-27,0
415,0.0,"Others, Group 4",2019-02-03,4
416,0.0,"Others, Group 4",2019-02-10,0
417,0.0,"Others, Group 4",2019-02-17,0
418,0.0,"Others, Group 4",2019-02-24,0
419,0.0,"Others, Group 4",2019-03-03,26
420,0.0,"Others, Group 5",2019-03-17,452
421,0.0,"Others, Group 6",2019-01-13,136
422,0.0,"Others, Group 6",2019-01-20,198
423,0.0,"Others, Group 6",2019-01-27,458
424,0.0,"Others, Group 6",2019-02-03,52
425,0.0,"Others, Group 6",2019-02-10,0
426,0.0,"Others, Group 6",2019-02-17,438
427,0.0,"Others, Group 6",2019-02-24,1208
428,0.0,"Others, Group 6",2019-03-03,2172
429,0.0,"Others, Group 6",2019-03-10,6
430,0.0,"Others, Group 6",2019-03-17,746
431,0.0,"Others, Group 6",2019-03-24,1246
432,0.0,"Others, Group 6",2019-03-31,414
433,0.0,"Others, Group 6",2019-04-07,52
434,0.0,"Others, Group 6",2019-04-14,324
435,0.0,"Others, Group 6",2019-04-21,472
436,0.0,"Others, Group 6",2019-04-28,102
437,0.0,"Others, Group 6",2019-05-05,290
438,0.0,"Others, Group 6",2019-05-12,0
439,0.0,"Others, Group 6",2019-05-19,714
440,0.0,"Others, Group 6",2019-05-26,190
441,0.0,"Others, Group 6",2019-06-02,8
442,0.0,"Others, Group 6",2019-06-09,0
443,0.0,"Others, Group 6",2019-06-16,176
444,0.0,"Others, Group 6",2019-06-23,112
445,0.0,"Others, Group 6",2019-06-30,0
446,0.0,"Others, Group 6",2019-07-07,4
447,0.0,"Others, Group 6",2019-07-14,0
448,0.0,"Others, Group 6",2019-07-21,0
449,0.0,"Others, Group 6",2019-07-28,0
450,0.0,"Others, Group 6",2019-08-04,0
451,0.0,"Others, Group 6",2019-08-11,0
452,0.0,"Others, Group 6",2019-08-18,0
453,0.0,"Others, Group 6",2019-08-25,6
454,0.0,"Others, Group 6",2019-09-01,6
455,0.0,"Others, Group 7",2019-07-14,188
456,0.0,"Others, Group 7",2019-07-21,192
457,0.0,"Others, Group 7",2019-07-28,0
458,0.0,"Others, Group 7",2019-08-04,0
459,0.0,"Others, Group 7",2019-08-11,0
460,0.0,"Others, Group 7",2019-08-18,996
461,0.0,"Others, Group 7",2019-08-25,46
462,0.0,"Others, Group 7",2019-09-01,276
463,0.0,"Others, Group 7",2019-09-08,0
464,0.0,"Others, Group 7",2019-09-15,460
465,0.0,"Others, Group 7",2019-09-22,526
466,0.0,"Others, Group 7",2019-09-29,214
467,0.0,"Others, Group 7",2019-10-06,50
468,0.0,"Others, Group 7",2019-10-13,0
469,0.0,"Others, Group 7",2019-10-20,182
470,0.0,"Others, Group 7",2019-10-27,86
471,0.0,"Others, Group 7",2019-11-03,0
472,0.0,"Others, Group 7",2019-11-10,0
473,0.0,"Others, Group 7",2019-11-17,334
474,0.0,"Others, Group 7",2019-11-24,154
475,0.0,"Others, Group 8",2019-10-13,56
476,0.0,"Others, Group 8",2019-10-20,530
477,0.0,"Others, Group 8",2019-10-27,218
478,0.0,"Others, Group 8",2019-11-03,342
479,0.0,"Others, Group 8",2019-11-10,0
480,0.0,"Others, Group 8",2019-11-17,1216
481,0.0,"Others, Group 8",2019-11-24,792
482,0.0,"Others, Group 8",2019-12-01,0
483,0.0,"Others, Group 8",2019-12-08,0
484,0.0,"Others, Group 8",2019-12-15,0
485,0.0,"Others, Group 8",2019-12-22,0
486,0.0,"Others, Group 8",2019-12-29,148
487,0.0,"Others, Group 8",2020-01-05,294
488,0.0,"Others, Group 8",2020-01-12,0
489,0.0,"Others, Group 8",2020-01-19,188
490,0.0,"Others, Group 8",2020-01-26,0
491,0.0,"Others, Group 8",2020-02-02,36
492,0.0,"Others, Group 8",2020-02-09,0
493,0.0,"Others, Group 8",2020-02-16,124
494,0.0,"Others, Group 9",2020-01-19,88
495,0.0,"Others, Group 9",2020-01-26,0
496,0.0,"Others, Group 9",2020-02-02,0
497,0.0,"Others, Group 9",2020-02-09,0
498,0.0,"Others, Group 9",2020-02-16,448
499,0.0,"Others, Group 9",2020-02-23,886
500,0.0,"Others, Group 9",2020-03-01,864
501,0.0,"Others, Group 9",2020-03-08,1192
502,0.0,"Others, Group 9",2020-03-15,3502
503,0.0,"Others, Group 9",2020-03-22,12134
504,0.0,"Others, Group 9",2020-03-29,3726
505,0.0,"Others, Group 9",2020-04-05,1184
506,0.0,"Others, Group 9",2020-04-12,0
507,0.0,"Others, Group 9",2020-04-19,0
508,0.0,"Others, Group 9",2020-04-26,22
509,0.0,"Others, Group 9",2020-05-03,62
510,0.0,Reading Group,2021-10-24,14
511,0.0,Reading Group,2021-10-31,0
512,0.0,Reading Group,2021-11-07,0
513,0.0,Reading Group,2021-11-14,0
514,0.0,Reading Group,2021-11-21,0
515,0.0,Reading Group,2021-11-28,0
516,0.0,Reading Group,2021-12-05,0
517,0.0,Reading Group,2021-12-12,0
518,0.0,Reading Group,2021-12-19,0
519,0.0,Reading Group,2021-12-26,0
520,0.0,Reading Group,2022-01-02,0
521,0.0,Reading Group,2022-01-09,0
522,0.0,Reading Group,2022-01-16,0
523,0.0,Reading Group,2022-01-23,0
524,0.0,Reading Group,2022-01-30,0
525,0.0,Reading Group,2022-02-06,0
526,0.0,Reading Group,2022-02-13,0
527,0.0,Reading Group,2022-02-20,0
528,0.0,Reading Group,2022-02-27,0
529,0.0,Reading Group,2022-03-06,0
530,0.0,Reading Group,2022-03-13,0
531,0.0,Reading Group,2022-03-20,0
532,0.0,Reading Group,2022-03-27,0
533,0.0,Reading Group,2022-04-03,0
534,0.0,Reading Group,2022-04-10,0
535,0.0,Reading Group,2022-04-17,0
536,0.0,Reading Group,2022-04-24,2
537,0.0,Reading Group,2022-05-01,4
538,0.0,Research Training,2021-10-03,2
539,0.0,Research Training,2021-10-10,26
540,0.0,Research Training,2021-10-17,74
541,0.0,Research Training,2021-10-24,144
542,0.0,Research Training,2021-10-31,104
543,0.0,Research Training,2021-11-07,0
544,0.0,Research Training,2021-11-14,16
545,0.0,Research Training,2021-11-21,84
546,0.0,Research Training,2021-11-28,38
547,0.0,Research Training,2021-12-05,90
548,0.0,Research Training,2021-12-12,0
549,0.0,Research Training,2021-12-19,0
550,0.0,Research Training,2021-12-26,0
551,0.0,Research Training,2022-01-02,0
552,0.0,Research Training,2022-01-09,0
553,0.0,Research Training,2022-01-16,66
554,0.0,Research Training,2022-01-23,134
555,0.0,Research Training,2022-01-30,200
556,0.0,Research Training,2022-02-06,42
557,0.0,Research Training,2022-02-13,0
558,0.0,Research Training,2022-02-20,32
559,0.0,Research Training,2022-02-27,58
560,0.0,Research Training,2022-03-06,36
561,0.0,Research Training,2022-03-13,4
562,0.0,Research Training,2022-03-20,76
563,0.0,Research Training,2022-03-27,32
564,0.0,Research Training,2022-04-03,0
565,0.0,Research Training,2022-04-10,0
566,0.0,Research Training,2022-04-17,0
567,0.0,Research Training,2022-04-24,0
568,0.0,Research Training,2022-05-01,52
569,0.0,Research Training,2022-05-08,24
570,0.0,Research Training,2022-05-15,100
571,0.0,Research Training,2022-05-22,40
572,0.0,Research Training,2022-05-29,34
573,0.0,Research Training,2022-06-05,26
574,0.0,Research Training,2022-06-12,0
575,0.0,Research Training,2022-06-19,6
576,0.0,Research Training,2022-06-26,36
577,0.0,Research Training,2022-07-03,10
578,0.0,Research Training,2022-07-10,2
579,0.0,Seminar,2021-09-12,34
580,0.0,Seminar,2021-09-19,46
581,0.0,Seminar,2021-09-26,36
582,0.0,Seminar,2021-10-03,336
583,0.0,Seminar,2021-10-10,122
584,0.0,Seminar,2021-10-17,526
585,0.0,Seminar,2021-10-24,1126
586,0.0,Seminar,2021-10-31,956
587,0.0,Seminar,2021-11-07,0
588,0.0,Seminar,2021-11-14,380
589,0.0,Seminar,2021-11-21,1110
590,0.0,Seminar,2021-11-28,916
591,0.0,Seminar,2021-12-05,512
592,0.0,Seminar,2021-12-12,88
593,0.0,Seminar,2021-12-19,718
594,0.0,Seminar,2021-12-26,0
595,0.0,Seminar,2022-01-02,0
596,0.0,Seminar,2022-01-09,0
597,0.0,Seminar,2022-01-16,464
598,0.0,Seminar,2022-01-23,1526
599,0.0,Seminar,2022-01-30,1498
600,0.0,Seminar,2022-02-06,590
601,0.0,Seminar,2022-02-13,22
602,0.0,Seminar,2022-02-20,612
603,0.0,Seminar,2022-02-27,998
604,0.0,Seminar,2022-03-06,460
605,0.0,Seminar,2022-03-13,78
606,0.0,Seminar,2022-03-20,1014
607,0.0,Seminar,2022-03-27,446
608,0.0,Seminar,2022-04-03,404
609,0.0,Seminar,2022-04-10,48
